268476681	268476222	8795	1	0	INVENTORY	1		0	0	-1	-1
268476681	268476231	8815	1	0	INVENTORY	6		0	0	-1	-1
268476681	268476232	8816	1	0	INVENTORY	8		0	0	-1	-1
268476681	268476233	8817	1	0	INVENTORY	7		0	0	-1	-1
268476681	268477041	8812	1	0	INVENTORY	30		0	0	-1	-1
268476681	268477042	8813	1	0	INVENTORY	29		0	0	-1	-1
268476681	268477043	8814	1	0	INVENTORY	28		0	0	-1	-1
268476681	268477044	8806	1	0	INVENTORY	16		0	0	-1	-1
268476681	268477045	8807	1	0	INVENTORY	17		0	0	-1	-1
268476681	268477046	8808	1	0	INVENTORY	18		0	0	-1	-1
268476681	268477047	8809	1	0	INVENTORY	24		0	0	-1	-1
268476681	268477048	8810	1	0	INVENTORY	23		0	0	-1	-1
268476681	268477049	8811	1	0	INVENTORY	22		0	0	-1	-1
268476681	268477050	8788	1	0	INVENTORY	20		0	0	-1	-1
268476681	268477051	8789	1	0	INVENTORY	21		0	0	-1	-1
268476681	268477052	8790	1	0	INVENTORY	19		0	0	-1	-1
268476681	268477053	8791	1	0	INVENTORY	25		0	0	-1	-1
268476681	268477054	8792	1	0	INVENTORY	26		0	0	-1	-1
268476681	268477055	8793	1	0	INVENTORY	27		0	0	-1	-1
268476681	268477056	8818	1	0	INVENTORY	11		0	0	-1	-1
268476681	268477057	8819	1	0	INVENTORY	9		0	0	-1	-1
268476681	268477058	8820	1	0	INVENTORY	10		0	0	-1	-1
268476681	268477059	8800	1	0	INVENTORY	15		0	0	-1	-1
268476681	268477060	8802	1	0	INVENTORY	13		0	0	-1	-1
268476681	268477061	8801	1	0	INVENTORY	14		0	0	-1	-1
268476681	268477062	8803	1	0	INVENTORY	31		0	0	-1	-1
268476681	268477063	8804	1	0	INVENTORY	32		0	0	-1	-1
268476681	268477064	8805	1	0	INVENTORY	33		0	0	-1	-1
268476681	268477065	8794	1	0	INVENTORY	2		0	0	-1	-1
268476681	268477068	8796	1	0	INVENTORY	0		0	0	-1	-1
268476681	268477072	8797	1	0	INVENTORY	4		0	0	-1	-1
268476681	268477073	8799	1	0	INVENTORY	3		0	0	-1	-1
268476681	268477074	8798	1	0	INVENTORY	5		0	0	-1	-1
268476681	268477345	8938	1	0	INVENTORY	12		0	0	-1	-1
